,Unnamed: 0,videoId,authorDisplayName,authorProfileImageUrl,authorChannelUrl,textOriginal,likeCount,publishedAt,polarity,subjectivity,language,NewsId,News_link,video_isdeleted (16/06/21),video_isdeleted (first_check),UUID_link
1262,1262,wissIOikrqc,Cris Sherban,https://yt3.ggpht.com/-Kse_mWtxz4k/AAAAAAAAAAI/AAAAAAAAAAA/eq8A8Ypbss4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCfYKntm1-tX0LJpoWxOhpQg,"@AsapSCIENCE  0:52 The first plants didn't have chlorophyll, they might have been actually purple  http://www.livescience.com/1398-early-earth-purple-study-suggests.html",0,2015-11-18T21:23:24.000Z,0.125,0.216666666667,en,livescience,http://www.livescience.com/1398-early-earth-purple-study-suggests.html,False,False,http://www.livescience.com/1398-early-earth-purple-study-suggests.html
209,209,SuFC6k44wbU,Maurício Carmona,https://yt3.ggpht.com/-tXAI8H0p350/AAAAAAAAAAI/AAAAAAAAAAA/uCqxKpr8vV4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCSSM0UrBmaDhGbue__wt8Kw,"Alguns cientistas vem conseguindo obter as proteínas dos tecidos dos dinossauros através de algumas técnicas: http://www.sciencemag.org/news/2015/06/signs-ancient-cells-and-proteins-found-dinosaur-fossils https://news.ncsu.edu/2016/11/moyer-claw/ E sobre o DNA dos dinossauros, este artigo considera possível, já que até o presente momento tal hipótese não foi refutada: https://news.ncsu.edu/2016/03/dino-dna/ Can we get DNA from fossils? The question should be, “Can we get dinosaur DNA?” Bone is made up of hydroxyapatite mineral.  This mineral has such a strong affinity for DNA and many proteins that it is used in modern labs sometimes to purify these molecules. Because this dinosaur bone has been sitting in the ground for 65 million years, the likelihood is high that if DNA were actively sought, it could be found, just because certain biomolecules, including DNA, stick like Velcro to the mineral. However, the challenge isn’t necessarily in finding DNA, it’s in making a strong case that the DNA is dinosaurian in origin by ruling out other sources. Is it possible that we may someday recover authentic DNA from dinosaur bone? The scientific answer is “yes”…..all things are possible until disproven. Have we disproven this possibility? No. Have we recovered “authentic” dinosaur DNA? No. Therefore, it is an open question.",0,2016-12-28T22:06:56.000Z,0.178841269841,0.6568730158730001,pt,sciencemag,http://www.sciencemag.org/news/2015/06/signs-ancient-cells-and-proteins-found-dinosaur-fossils,False,False,http://www.sciencemag.org/news/2015/06/signs-ancient-cells-and-proteins-found-dinosaur-fossils
917,917,C68b9EGksuI,PinkPonyOfPrey,https://yt3.ggpht.com/-6OnWZYk_Nqs/AAAAAAAAAAI/AAAAAAAAAAA/VE0rXc_6vDc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCgETQb9UnY1Ylfodw5h1M9w,"Hold your horses, mister! https://phys.org/news/2016-12-verlinde-theory-gravity.html Just wanted to add that! :)",0,2017-04-19T17:37:59.000Z,0.5,1.0,en,phys.org,https://phys.org/news/2016-12-verlinde-theory-gravity.html,False,False,http://phys.org/news/2016-12-verlinde-theory-gravity.html
411,411,HF-wVFTR0fg,Philip kelton,https://yt3.ggpht.com/-Ae5GpLTaUtc/AAAAAAAAAAI/AAAAAAAAAAA/86DRxG5sSoA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCpbgXFElvW89Bh3CuykUhow,"+Nerdwriter1   but nolan's films are not the only places we see this  in Frank miller's batman year one,  miller describe the  gotham as a deceptive city   http://static1.squarespace.com/static/5405e8aae4b071fa0609ec11/t/54f362f9e4b08ec9ae114629/1425236739243/Batman+Year+One+Page+One.jpg  a place that seem like a great place to live form the outside but that hides a darker nature    Alan moore's Batman the Killing joke  also plays with similar idea .. when we meet  the man who will become the joker  .  a desperate broken man who is just trying to get his pregnant wife out of  the horrible life conditions he put her in  after trying to fallow his life dreams and failing   http://i.kinja-img.com/gawker-media/image/upload/s--W90W3d8y--/c_fit,fl_progressive,q_80,w_636/rtb4vfcglna2u7jtkp1x.jpg  note how the  Fly trap paper and light bulb in the background  are used to symbolize  this idea  of hope being use as a trap     Tim Burton took this ideas form the killing joke and use them again Batman returns   a story  where  batman, catwoman  and the penguin searching revenge  against society that fail them , isolated them and mentally  and physically  scar them",0,2015-12-17T20:00:58.000Z,-0.00930735930736,0.560204081633,en,space,http://static1.squarespace.com/static/5405e8aae4b071fa0609ec11/t/54f362f9e4b08ec9ae114629/1425236739243/Batman+Year+One+Page+One.jpg,False,False,http://static1.squarespace.com/static/5405e8aae4b071fa0609ec11/t/54f362f9e4b08ec9ae114629/1425236739243/Batman+Year+One+Page+One.jpg
733,733,CW9G2YVtBYc,GoodScienceForYou,https://yt3.ggpht.com/-8OD96qwG3DA/AAAAAAAAAAI/AAAAAAAAAAA/JvtuS2h9YOY/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC6OXP62vBNXXtDs_I0zeypg,"+kevauto636 Jehovah's target is ""LIFE"" on a paradise as was given to Adam.   We can see the results of ""sin"" causing disease and death in the human genome.     The scientific evidence is clearly accurate to what happens when we continue to follow with sinful actions. Back 3000 years ago they did not have even a microscope (did not need one), but they had Jehovah's direct instructions on how to preserve life.   Are Humans Getting Better? What is Really Going On? by James Arjuna  There is ONLY degeneration shown in ALL HUMAN studies of DNA.  There are well over 10,000,000 peer reviewed papers from all over the world clearly showing that humans are degraded, have never ""evolved"" and at the present rate of the rise of genetic defects our species will be reduced to stupid short living animals with no technology, no speech, no intelligence. http://www.ncbi.nlm.nih.gov/gquery/?term=Human+Genetic+Diseases  There are NO beneficial mutations ever found in DNA evidence. http://evolutionsciencenow.blogspot.com/2013/06/evolutions-beneficial-mutations.html  Try this search term and see if you can find any beneficial mutations.  I have spent thousands of hours on that and so far not one beneficial mutation has ever been shown to exist. This search of all the data bases in the world sums up with over 2,000,000 articles and NO beneficial mutations. http://www.ncbi.nlm.nih.gov/pmc/?term=Human+Mutations  In all these peer Science studies we find some estimated 20,000 pseudo genes. Pseudo genes are genes that used to code for human cells.  Now they are dead and fading away. Some of them are barely perceivable because of this fading of this coding.   They have completely mapped and studied 14000 of them so far.  http://www.pseudogene.org/human/index.php   http://genomebiology.com/2012/13/9/R51  According to this study we have lost close to 45% of our coding that made us much stronger and much more healthy, fit and much more intelligent.   For those who do not understand math:   Original number of coding genes approximately 45,000;  Coding genes we have now approximately 25,000.  Number of pseudo genes (dead genes) no longer coding for body parts 20,000.   20,000 + 25,000 = 45,000 original genes. 45,000 x 45% = 20250 lost genes.  Actual precise number is 20,000/45,000 = .444444  or 44.4%.  Dr. Gerald Crabtree a renowned geneticists and professor of genetics at Stanford University states that “I would wager that if an average citizen from Athens of 1000 BC were to appear suddenly among us, he or she would be among the brightest and most intellectually alive of our colleagues and companions, with a good memory, a broad range of ideas, and a clear-sighted view of important issues. Furthermore, I would guess that he or she would be among the most emotionally stable of our friends and colleagues. I would also make this wager for the ancient inhabitants of Africa, Asia, India or the Americas, of perhaps 2000–6000 years ago. The basis for my wager comes from new developments in genetics, anthropology, and neurobiology that make a clear prediction that our intellectual and emotional abilities are genetically surprisingly fragile.” http://rt.com/usa/intelligence-stanford-years-fragile-531/  http://naturalsociety.com/leading-geneticist-human-intelligence-slowly-declining/  We have lost;  -Brain Size, and skull size -Jaw Size and lost teeth, the 'wisdom"" teeth are remnants of a better stronger larger jaw. -Our larger canine teeth that allowed us to eat more foods. -enzymes in the appendix that gave us the ability to digest harsh fibrous vegetation and get nutrients out of it. -visual acuity. -visual spectrum and color (there are a very few people left with tetrachromatic vision) -night vision. -Our retinas are misshaped and we have blind spots we have to overcome by brain adjustments and glasses. Most degraded mammals have this, by the way. -lost intelligencehttp://rt.com/usa/intelligence-stanford-years-fragile-531/ -lost tails (coccyx) which show as an atavism, atavism is lost genes -lost olfactory sensors in our nasal passages; Vomeronasalorgan, Can’t smell preditors from a distance or food or water. -less bone density; we break bones easily -bone  shape, bent crooked leg bones and much thinner than our  ancestors. -hair; We cannot live in the wild without clothing or technology -flexibility in our feet our ancestors could grasp in order to climb, we can’t. -cartilage is weak and breaks easily. The number one injury with athletes ripped out tendons in the knees.  -hearing loss and weak.   Common for humans to lose hearing frequency early in life. -back strength  80% of humans complain of back pain and many have to have medical aid for it. -knee problems from weak thin knee meniscus and bone joints.  Many people have Bone to Bone when this fails and intense suffering. -More and more women have to have C section for birth because the “choice” breeders have skinny hips for some unknown reason.   Childbirth is the most dangerous of all the medical practices because the malpractice insurance is up to $300,000 per year; whereas internal medicine is $20,000 per year. There’s more about this on the birth defects article. -we cannot produce Vitamin C and many enzymes used to process foods. -eye protective membrane gone “nictitating membrane” - Along with lost hair we see remnants of ‘goose bumps” which are used to raise hair to increase insulation.  You see this in animals when it is cold the hair “fluffs up”   Going away fading out:  -A muscle that show varying degrees of reduction ;Occipitalis Minor -The palmaris longus muscle  appears gone in about 15%-17% of humans going away. -The pyramidalis muscle of the abdomen gone in 20% of humans -in the leg, The plantaris muscle abscent in about 10% of humans -Extra nipples or breasts appear rarely in the population - the existing sense of smell organs degraded in most and we find remnants of superior sense of smell in native South Americans, native North Americans, and African peoples who can identify other by smell; lost ability to sense predators or food and water. -human immune system weakened and undirected causing all sorts of problems and the need for artificial means of survival, vaccines, and antibiotics were not needed for 200,000 years, now we can’t live without them.  There is no indication at all of any improvements. All the nonsense about how ""refined and improved"" we are in utter fantasy.   What are we going to lose next?  This is why the medical industry is stating that modern humans, particularly white Anglo Saxons, white European descent cannot live past 30 years in the wild without technology and medical aid. Keep in mind for 200,000 years (by the assumptive dating methods that have never been proven as correct) humans survived, bred and raised children without any medical at all. And there is no way for use to determine how old someone from the past was. Even 5000 years ago, a 100 year old person could appear to be like a modern 40 year old because we are that much more degraded.   In Human DNA studies we have over 100,000 deleterious mutation found so far and no sign of any beneficial mutation have ever been verified other than by speculation from people who believe we evolved and got better at some point in time in the past where human science was ""different"" than now.   This is the “magical time” of the past where humans supposedly evolved.  There is no physical evidence of this anywhere on the planet. http://www.ncbi.nlm.nih.gov/gquery/?term=Human+Genetic+Diseases  There have been found over 98000 ERV's (endogenous retrovirus). These represent infections a the germ line level.  Infections at the germ line level cause fetal permanent deleterious mutations.  The path of our genetic degradation is mapped clearly in these ERVs which are found in DNA coding for diseases tissues and gene losses, atavism. http://www.ncbi.nlm.nih.gov/pmc/articles/PMC521986/      http://www.plosgenetics.org/article/info%3Adoi%2F10.1371%2Fjournal.pgen.1002240  Sung Chun1, Justin C. Fay1,2* 1 Computational and Systems Biology Program, Washington University, St. Louis, Missouri, United States of America, 2 Department of Genetics and Center for Genome Sciences and Systems Biology, Washington University, St. Louis, Missouri, United States of America: ""Evidence for Hitchhiking of Deleterious Mutations within the Human Genome"" According to this article of 1000 samples of human genomes, there is an average of 1000 deleterious mutations per person. Quote: ""Each human is estimated to carry on the order of 1,000 deleterious mutations in their genome."" These are FIXED (permanent) in the reproductive process.  The governments do not want anyone to be concerned and want you to believe that ""big brother and science"" Is taking good care of us and don't worry about 200% rise in babies with brain/spinal tumors. or the 1 in 88 babies born with autism;  The medical industry will find a cure. Right???  So far not one disease has been cured by science.  http://www.acco.org/Information/AboutChildhoodCancer/ChildhoodCancerStatistics.aspx They just continue to rise because of human ignorance.  Medical Industry: Without the medical industry humans would already be extinct. We have over 17000 genetic disease and so many pathogens that would wipe us out that humans cultivated out of ignorance, we would not be here without antibiotic, anti-fungal, vaccines. This is obvious from the evidence.  They have managed to make vaccines to stop polio and small pox but that is not a cure. The cure would be to have all humans not be affected by them at all with no vaccine (restored immune DNA).  And for sure they have no cures for genetic deformity except corrective surgery and deleterious mutations.  I don’t think they have enough brain power left to even know how to or what to do without killing more people or making mutant freaks from accidents out of them, in the process.  With heart surgery it is ""plumbing work"" and attaching parts of arteries taken from other parts of the body.   Cataract surgery is wonderful but does nothing about the genetic defects; the cause nor the cure. Medical industry has enzyme replacements, hormone replacements  lens replacements, and a huge number of medicines that reduce body functions to help with pain etc. Cancer treatments are horrible and the remission rate is not that good.  They give statistics on 5 years of life after cancer as ""success"" . In the mean time the rates of cancer rise at phenomenally rapid increases. The childhood cancer is just to harsh to believe.   ^ Muller, G. B. (2002) ""Vestigial Organs and Structures."" in Encyclopedia of Evolution. Mark Pagel, editor in chief, New York: Oxford University Press. pp. 1131–1133. Jump up^ http://news.nationalgeographic.com/news/2009/07/090730-spleen-vestigial-organs.html ""Vestigial Organs Not So Useless After All, Studies Find"" Jump up^ Wiedersheim, Robert (1893). The Structure of Man: an index to his past history. London: Macmillan and Co. Jump up^ Wiedersheim, Robert Ernst Eduard. The structure of man an index to his past history. Macmillan 1895. May be downloaded from [1] ^ Jump up to:a b Wells, H.g. Huxley, J. Wells, G. P. The Science of Life. Pub. Cassell 1931 Jump up^ Rosenthal, M. I.: Journal of the American Medical Association, Volume 67, Issues 15-26, 1916. Page 1326 Jump up^ W. Colin MacKenzie. A Contribution to the Biology of the Vermiform Appendix. Medical record, Volume 89 Page 342 1916 ^ Jump up to:a b c d e f Darwin, Charles (1871). The Descent of Man, and Selection in Relation to Sex. John Murray: London. Jump up^ Stevens, C. Edward; Hume, Ian (2004). Comparative Physiology of the Vertebrate Digestive System. Cambridge: Cambridge University Press. ISBN 9780521617147. Jump up^ Peter Robert Cheeke, Ellen S. Dierenfeld, Comparative Animal Nutrition and Metabolism. Publisher: CABI; 2010 ISBN 978-1845936310 Jump up^ Useful Appendix Jump up^ Randal Bollinger, R.; Barbas, Andrew S.; Bush, Errol L.; Lin, Shu S.; Parker, William (2007). ""Biofilms in the large bowel suggest an apparent function of the human vermiform appendix"". Journal of Theoretical Biology 249 (4): 826–31. doi:10.1016/j.jtbi.2007.08.032. PMID 17936308. Jump up^ Charles Q. Choi, ""The Appendix: Useful and in Fact Promising"", Live Science, 2009, Appendix has useful function Jump up^ Saraga-Babić, M; Lehtonen, E; Svajger, A; Wartiovaara, J (1994). ""Morphological and immunohistochemical characteristics of axial structures in the transitory human tail"".Annals of Anatomy 176 (3): 277–86. PMID 8059973. Jump up^ Fallon, John F.; Simandl, B. Kay (1978). ""Evidence of a role for cell death in the disappearance of the embryonic human tail"". American Journal of Anatomy 152 (1): 111–29. doi:10.1002/aja.1001520108. PMID 677043. Jump up^ Dao, Anh H.; Netsky, Martin G. (1984). ""Human tails and pseudotails"". Human Pathology 15 (5): 449–53. doi:10.1016/S0046-8177(84)80079-9. PMID 6373560. Jump up^ Dubrow, Terry J.; Wackym, Phillip Ashley; Lesavoy, Malcolm A. (1988). ""Detailing the Human Tail"". Annals of Plastic Surgery 20 (4): 340–4. doi:10.1097/00000637-198804000-00009. PMID 3284435. Jump up^ Johnson, Dr. George B. ""Evidence for Evolution"". (Page 12) Txtwriter Inc. 8 Jun 2006. Jump up^ Rozkovcová, E; Marková, M; Dolejsí, J (1999). ""Studies on agenesis of third molars amongst populations of different origin"". Sbornik lekarsky 100 (2): 71–84.PMID 11220165. Jump up^ Pereira, T. V.; Salzano, FM; Mostowska, A; Trzeciak, WH; Ruiz-Linares, A; Chies, JA; Saavedra, C; Nagamachi, C et al. (2006). ""Natural selection and molecular evolution in primate PAX9 gene, a major determinant of tooth development"". Proceedings of the National Academy of Sciences 103 (15): 5676–81. doi:10.1073/pnas.0509562103.PMC 1458632. PMID 16585527. Jump up^ Trotier, D.; Eloit, C; Wassef, M; Talmain, G; Bensimon, JL; Døving, KB; Ferrand, J (2000). ""The Vomeronasal Cavity in Adult Humans"". Chemical Senses 25 (4): 369–80.doi:10.1093/chemse/25.4.369. PMID 10944499. Jump up^ Kjær, Inger; Hansen, Birgit Fischer (1996). ""The human vomeronasal organ: prenatal developmental stages and distribution of luteinizing hormone-releasing hormone"".European Journal of Oral Sciences 104 (1): 34–40. doi:10.1111/j.1600-0722.1996.tb00043.x. PMID 8653495. Jump up^ Smith, Timothy D.; Siegel, Michael I.; Bhatnagar, Kunwar P. (2001). ""Reappraisal of the vomeronasal system of catarrhine primates: Ontogeny, morphology, functionality, and persisting questions"". The Anatomical Record 265 (4): 176–92. doi:10.1002/ar.1152. PMID 11519019. Jump up^ Smith, Timothy D.; Bhatnagar, Kunwar P. (2000). ""The human vomeronasal organ. Part II: prenatal development"". Journal of Anatomy 197 (3): 421–36. doi:10.1046/j.1469-7580.2000.19730421.x. PMC 1468143. PMID 11117628. Jump up^ Won, J; Mair, EA; Bolger, WE; Conran, RM (2000). ""The vomeronasal organ: an objective anatomic analysis of its prevalence"". Ear, nose, & throat journal 79 (8): 600–5.PMID 10969469. Jump up^ Johnson, A; Josephson, R; Hawke, M (1985). ""Clinical and histological evidence for the presence of the vomeronasal (Jacobson's) organ in adult humans"". The Journal of otolaryngology 14 (2): 71–9. PMID 4068105. Jump up^ Foltán, René; Šedý, Jiří (2009). ""Behavioral changes of patients after orthognathic surgery develop on the basis of the loss of vomeronasal organ: a hypothesis"". Head & Face Medicine 5: 5. doi:10.1186/1746-160X-5-5. PMC 2653472. PMID 19161592. Jump up^ Bhatnagar, Kunwar P.; Smith, Timothy D. (2001). ""The human vomeronasal organ. III. Postnatal development from infancy to the ninth decade"". Journal of Anatomy 199(Pt 3): 289–302. doi:10.1046/j.1469-7580.2001.19930289.x. PMC 1468331. PMID 11554506. ^ Jump up to:a b c Bhatnagar, Kunwar P.; Kennedy, Ray C.; Baron, Georg; Greenberg, Richard A. (1987). ""Number of mitral cells and the bulb volume in the aging human olfactory bulb: A quantitative morphological study"". The Anatomical Record 218 (1): 73–87. doi:10.1002/ar.1092180112. PMID 3605663. Jump up^ Witt, M; Hummel, T (2006). ""Vomeronasal Versus Olfactory Epithelium: Is There a Cellular Basis for Human Vomeronasal Perception?"". International Review of Cytology248: 209–59. doi:10.1016/S0074-7696(06)48004-9. PMID 16487792. Jump up^ Wysocki CJ, Preti G (November 2004). ""Facts, fallacies, fears, and frustrations with human pheromones"". The Anatomical Record. Part a, Discoveries in Molecular, Cellular, and Evolutionary Biology 281 (1): 1201–11. doi:10.1002/ar.a.20125. PMID 15470677. Jump up^ Wyatt, Tristram D. (2003). Pheromones and Animal Behaviour: Communication by Smell and Taste. Cambridge: Cambridge University Press. p. 295. ISBN 0-521-48526-6. Jump up^ Prof. A. Macalister, Annals and Magazine of Natural History, vol. vii., 1871, p. 342. Jump up^ Mr. St. George Mivart, Elementary Anatomy, 1873, p. 396. Jump up^ Owen, R. 1866–1868. Comparative Anatomy and Physiology of Vertebrates. London. Jump up^ Montagna, W.; Machida, H.; Perkins, E.M. (1966). ""The skin of primates XXXIII.: The skin of the angwantibo"". American Journal of Physical Anthropology 25 (3): 277–290.doi:10.1002/ajpa.1330250307. PMID 5971502. Jump up^ Blank, Hanne (2007). Virgin: The Untouched History. Bloomsbury Publishing. pp. 23. ISBN 1-59691-010-0 Jump up^ Blackledge, Catherine (2004). The Story of V. Rutgers University Press. ISBN 0-8135-3455-0. ""Hymens, or vaginal closure membranes or vaginal constrictions, as they are often referred to, are found in a number of mammals, including llamas, ..."" Jump up^ Macalister A (1875). ""Observations on muscular anomalies in the human anatomy. Third series with a catalogue of the principal muscular variations hitherto published"".Trans. Roy. Irish Acad Sci 25: 1–130. Jump up^ Guerra, A. B.; Metzinger, SE; Metzinger, RC; Xie, C; Xie, Y; Rigby, PL; Naugle Jr, T (2004). ""Variability of the Postauricular Muscle Complex: Analysis of 40 Hemicadaver Dissections"". Archives of Facial Plastic Surgery 6 (5): 342–7. doi:10.1001/archfaci.6.5.342. PMID 15381582. Jump up^ Tamatsu, Y; Tsukahara, K; Hotta, M; Shimada, K (2007). ""Vestiges of vibrissal capsular muscles exist in the human upper lip"". Clinical Anatomy 20 (6): 628–31.doi:10.1002/ca.20497. PMID 17458869. Jump up^ Kapoor, SK; Tiwari, A; Kumar, A; Bhatia, R; Tantuway, V; Kapoor, S (2008). ""Clinical relevance of palmaris longus agenesis: common anatomical aberration"". Anatomical science international 83 (1): 45–8. doi:10.1111/j.1447-073X.2007.00199.x. PMID 18402087. Jump up^ Sebastin, SJ; Lim, AY; Bee, WH; Wong, TC; Methil, BV (2005). ""Does the absence of the palmaris longus affect grip and pinch strength?"". Journal of hand surgery (Edinburgh, Scotland) 30 (4): 406–8. doi:10.1016/j.jhsb.2005.03.011. PMID 15935531. Jump up^ Rubinstein, David; Escott, Edward J.; Hendrick, Laura L. (April 1999). ""The prevalence and CT appearance of the levator claviculae muscle: a normal variant not to be mistaken for an abnormality"". AJNR Am J Neuroradiol (American Society of Neuroradiology) 20 (4): 583–6. PMID 10319965. Jump up^ Loukas, M.; Sullivan, A.; Tubbs, R.S.; Shoja, M.M. (2008). ""Levator claviculae: a case report and review of the literature"". Folia Morphol. 67 (4): 307–310. Jump up^ Lovering, RM; Anderson, LD (2008). ""Architecture and fiber type of the pyramidalis muscle"". Anatomical science international 83 (4): 294–7. doi:10.1111/j.1447-073X.2007.00226.x. PMID 19159363. Jump up^ Darwin, Charles. (1872) The Expression of the Emotions in Man and Animals John Murray, London.[page needed] Jump up^ Peter Gray (2007). Psychology (fifth ed.). Worth Publishers. p. 66. ISBN 0-7167-0617-2. Jump up^ Behavior Development in Infants (via Google Books) by Evelyn Dewey, citing a study ""Reflexes and other motor activities in newborn infants: a report of 125 cases as a preliminary study of infant behavior"" published in the Bull. Neurol. Inst. New York, 1932, Vol. 2, pp. 1–56. Jump up^ Jerry Coyne (2009). Why Evolution is True. Penguin Group. pp. 85–86. ISBN 9780670020539. Jump up^ Anthony Stevens (1982). Archetype: A Natural History of the Self. Routledge & Kegan Paul. p. 87. ISBN 0-7100-0980-1. Jump up^ Ohta, Y; Nishikimi, M (1999). ""Random nucleotide substitutions in primate nonfunctional gene for L-gulono-gamma-lactone oxidase, the missing enzyme in L-ascorbic acid biosynthesis"". Biochimica et Biophysica Acta 1472 (1–2): 408–11. doi:10.1016/S0304-4165(99)00123-3. PMID 10572964. Jump up^ Nishikimi M, Fukuyama R, Minoshima S, Shimizu N, Yagi K (May 6, 1994). ""Cloning and chromosomal mapping of the human nonfunctional gene for L-gulono-gamma-lactone oxidase, the enzyme for L-ascorbic acid biosynthesis missing in man"". J. Biol. Chem. 269 (18): 13685–8. PMID 8175804.",0,2015-06-08T16:04:39.000Z,0.0607219251337,0.355162256045,en,nationalgeographic,http://news.nationalgeographic.com/news/2009/07/090730-spleen-vestigial-organs.html,False,False,http://news.nationalgeographic.com/news/2009/07/090730-spleen-vestigial-organs.html
705,705,V5EPymcWp-g,HughJaxident67,https://yt3.ggpht.com/-N188B5ccLUM/AAAAAAAAAAI/AAAAAAAAAAA/XEFI3qsuk2k/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC-Bp7gkoIqdaFjwaqtt_O8Q,"+UnCustom Mary I would suggest you pay attention to what's actually written. Just to correct you, I said that we use 'pretty much 100% of our brains', that is not the same as saying 'we use 100% of our brains', it also doesn't necessarily mean we use 100% of our brains all the time either!  I found it amusing that you added a link to some unknown dude called Neil Slade who claims he can put you in touch with your brains ability for ESP when science refutes that ESP exists!  How about we use a reputable website eh?  http://www.scientificamerican.com/article/do-people-only-use-10-percent-of-their-brains/  ""It turns out though, that we use virtually every part of the brain, and that [most of] the brain is active almost all the time,""  'Although it's true that at any given moment all of the brain's regions are not concurrently firing, brain researchers using imaging technology have shown that, like the body's muscles, most are continually active over a 24-hour period. ""Evidence would show over a day you use 100 percent of the brain,"" says John Henley, a neurologist at the Mayo Clinic in Rochester, Minn'  Dawkins will be seen as one of the pioneers who began the movement pushing mankind away from the retardant and baseless concept of religions.",0,2014-07-15T19:42:22.000Z,0.16290064102600002,0.566346153846,en,scientificamerican,http://www.scientificamerican.com/article/do-people-only-use-10-percent-of-their-brains/,False,False,http://www.scientificamerican.com/article/do-people-only-use-10-percent-of-their-brains/
1045,1045,Vjn4cFfglSU,ARedthorn,https://yt3.ggpht.com/-82KpDS61zoc/AAAAAAAAAAI/AAAAAAAAAAA/JJYhR0tAHBQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCeo1oGqc0FrfikNJ_NxDndQ,"Focusing just on the presence of a Y-Chromosome is very foolish... after all, it's the genes on the chromosome, which ones are activated, and how they're interpreted that actually matters... hence, someone with an SRY-gene carrying XX pair can be male... and an XY pair lacking the SRY-gene can be female.  Scientifically speaking, human sexual dimorphism is determined via 5 factors, not 1: 1 -the presence or absence of a Y chromosome 2- the type of gonads 3- the sex hormones 4- the internal reproductive anatomy (such as the uterus in females) 5- and the external genitalia.  https://en.wikipedia.org/wiki/Sexual_dimorphism#Humans  If all 5 of these are male, the person is male. If all 5 of them are female, the person is female. If they have some mix... then they are scientifically, clinically classified as intersex. For the moment, the medical community lumps them all together, but biologists don't.  http://www.nature.com/news/sex-redefined-1.16943  The true wonders of this group are the True Gonadal Intersex. 1- They can be XX, XY or XXY- so no help there. 2- They have functional testes and ovaries - sometimes developing an organ that acts as both. 3- They have a completely different mix of sex hormones than either males or females. 4/5- They often have fully functioning female internal genitalia and male external genitalia  So, since you want to reduce such individuals to a single characteristic- and the one we can't measure without a blood test at that... how would you classify them?",0,2017-02-12T04:32:19.000Z,0.049976190476199986,0.247238095238,en,nature_news,http://www.nature.com/news/sex-redefined-1.16943,False,False,http://www.nature.com/news/sex-redefined-1.16943
510,510,OVxBBuz7TUI,climberis1,https://yt3.ggpht.com/-Lhi-pYKMO3Y/AAAAAAAAAAI/AAAAAAAAAAA/BmRM1rUB4PE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC_jOquI5VtuYzy7Z5WMqA3Q," http://www.livescience.com/23671-eating-meat-made-us-human.html  The amino acids vs proteins was out of my textbook, I apologize. I did not fully read the link simply because I consider this common knowledge so I felt no need to waste my time rereading it. ",0,2015-08-04T15:21:52.000Z,-0.166666666667,0.28571428571400004,en,livescience,http://www.livescience.com/23671-eating-meat-made-us-human.html,True,False,http://www.livescience.com/23671-eating-meat-made-us-human.html
285,285,duqcbJbElo4,Daniel Thorne,https://yt3.ggpht.com/-yPdKlr5tE9E/AAAAAAAAAAI/AAAAAAAAAAA/Abzcj1tj4xA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCS1B3h54L9aqfqm7KlhfuDA,"Vegan Gains, what do you think of lab grown meats? I'm interested as to wether you would eat meat, in moderation, provided it was lab grown - not a killed animal. It is in it's infancy, but it has been done :   http://news.nationalgeographic.com/news/2013/08/130806-lab-grown-beef-burger-eat-meat-science/  I would be interested to hear your thoughts on this.",0,2016-09-21T12:06:36.000Z,0.2,0.333333333333,en,nationalgeographic,http://news.nationalgeographic.com/news/2013/08/130806-lab-grown-beef-burger-eat-meat-science/,False,False,http://news.nationalgeographic.com/news/2013/08/130806-lab-grown-beef-burger-eat-meat-science/
1490,1490,a0JBOqgmnlw,Bill Needle,https://yt3.ggpht.com/-seqrWNUHCX0/AAAAAAAAAAI/AAAAAAAAAAA/xc4hbzG8_pU/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC7iUGME06Kuhr006jPP7QWw,"+George Bond I feel sorry for you George. Apparently, you get all of your ""scientific"" information from Ian Juby, YouTube videos, and Answers in Genesis. You should try thinking for yourself sometime. Maybe read an *actual* scientific paper from the *actual* scientific literature. I suspect that would be a brand new experience for you. For example, you could read this: http://news.sciencemag.org/paleontology/2015/08/winged-monster-ancient-rock-art-debunked-scientists. Enjoy!",0,2015-09-07T16:15:16.000Z,0.0310606060606,0.417424242424,en,sciencemag,http://news.sciencemag.org/paleontology/2015/08/winged-monster-ancient-rock-art-debunked-scientists.,False,False,http://news.sciencemag.org/paleontology/2015/08/winged-monster-ancient-rock-art-debunked-scientists.
